company_id,root_domain,page_breadcrumbs,h1,meta_title,url,name,product_description,unspsc_class_name,unspsc_class,unspsc_family_name,unspsc_family,unspsc_segment_name,unspsc_segment
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Coatings,3M Coatings,3M Coatings | 3M United States,https://www.3m.com/3M/en_US/p/c/coatings/,3m Dry Guide Coat,"3M Cavity Wax Plus 3M Piezo Inkjet Ink 4800 Series 3M Paintable Undercoating Pouch Scotchgard Stone Floor Protector 3M Screen Printing UV Ink 9801 Thinner, 1 Gallon Container 3M Screenprinting Line Ink 1900 Series 3M Rocker Protector Pouch 3M Scotchkote Fusion-Bonded Epoxy Coating 6233 3M Dry Guide Coat Scotchgard Low Maintenance Floor Finish 3M Scotchcast Connector Sealing Packs Scotchgard UHS 25 Floor Finish 3M Scotchcast Re-Enterable Electrical Insulating Resins 3M Cornerstone Floor Sealer/Finish 3M Scotchcast Electrical Insulating Resin 4N 3M Scotchcast Electrical Resin 281 3M Scotchcast Electrical Resin MR283FO75 3M Scotchcast Electrical Resin 226 3M Scotchcast Electrical Resin 280 3M Scotchcast Electrical Resin 251 3M Scotchcast Electrical Resin 3 3M Scotchcast Electrical Resin 282 3M Scotchcast Electrical Insulating Resin 2104 3M Zinc Spray",Disposable clothes,53103200,Clothing,53100000,Apparel and Luggage and Personal Care Products,53000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Coatings,3M Coatings,3M Coatings | 3M United States,https://www.3m.com/3M/en_US/p/c/coatings/?No=24,3m Flow Additive,"3M Scotchcast Electrical Resin 235 3M Scotchcast Electrical Resin 241 3M Scotchcast Flame-Retardant Compound 2131 3M No Cleanup Waterbased Undercoating 3M Scotchkote Fusion-Bonded Epoxy Coating 6352HF 3M Scotchkote Rebar Liquid Patch Compound 323 Purple Scotchgard Water & Sun Shield 3M Scotchkote Liquid Epoxy Coating 327 3M Scotchkote Fusion-Bonded Epoxy Coating XC-6171 3M Stain Resistant Additive and Sealer SRC-220 3M Scotch-Weld Tamper Proof Sealant EC-1252 3M Flow Additive 892 3M Solvent Piezo Ink Jet Ink 1581v2, Light Magenta, 3.785 Liters 3M Process Color 884N, Yellow, gal Container 3M Scotchcast Wire Coating Resin 5400 3M Screen Print UV Gloss Clear 9740I, 1 Gallon Container 3M Overspray Masking Liquid 3M Process Color 883I, Blue, 1 gal, 1 Drum 3M Scotchcast Electrical Resin 5 Bondo Rubberized Undercoating 3M Process Color 882N, Traffic Sign Red, gal Container Scotchprint Toner Concentrate 8837e ES Cyan, 1.2 gallon Mar-Hyde 4.4 Ultimate 2K High Speed Primer 3M Process Color 885I, Black, 1 gal, 1 Drum",Anti gas migration agents,12163200,Additives,12160000,Chemicals including Bio Chemicals and Gas Materials,12000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Coatings,Scotch Coatings,Scotch Coatings | 3M United States,https://www.3m.com/3M/en_US/p/c/coatings/b/scotch/,Scotch Coatings,3M Scotchcast Electrical Insulating Resin 4N 3M Scotchkote Fusion-Bonded Epoxy Coating 6233W,Waterproofing agents,12164900,Additives,12160000,Chemicals including Bio Chemicals and Gas Materials,12000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Coatings,3M Coatings for Safety,3M Coatings for Safety | 3M United States,https://www.3m.com/3M/en_US/p/c/coatings/i/safety/,1 Liter Bottle,"Scotchgard Stone Floor Protector Scotchgard UHS 25 Floor Finish 3M Process Color 883I, Blue, 1 gal, 1 Drum 3M Process Color 885I, Black, 1 gal, 1 Drum 3M Process Color 894I, Lemon Yellow, gal Container 3M Process Color 888I, Green, 1 gal, 1 Drum 3M Piezo InkJet 8915UV Magenta Inkjet Ink, 2 â€“ 1 Liter Bottles 3M Process Color 884I, Yellow, gal Container 3M Process Color 893I, Blue-Violet, gal Container 3M Process Color 991, Thinner, gal Container 3M Process Color 895I Magenta, Gallon Container 3M Process Color 882I, Red, 1 gal, 1 Drum 3M Scotchgard Resilient Floor Protector 3M Process Color 886I, Orange, gal Container 3M Process Color 887I, Brown, gal Container 3M Process Color Toner 990-00, gal Container 3M Scotchkote Fusion-Bonded Epoxy Coating 134 Scotchgard Stone Floor Protector Plus 3M Screen Printing Ink 1800 Series 3M Thinner CGS 3M Piezo InkJet 8916UV Cyan Inkjet Ink, 2 â€“ 1 Liter Bottles 3M Process Color 1130 Series 3M Process Color Toner 880I, Clear, 1 gal, 1 Drum 3M Piezo InkJet 8905UV Black Inkjet Ink, 2 â€“ 1 Liter Bottles",Bottles,24122000,Packaging materials,24120000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Compounds & Polishes,3M Compounds & Polishes,3M Compounds & Polishes | 3M United States,https://www.3m.com/3M/en_US/p/c/compounds-polishes/,3m Compounds & Polishes,3M Perfect-It Foam Compounding Pad 3M Perfect-It Low Linting Wool Compounding Pad 3M Perfect-It Wool Compounding Pad 3M Perfect-It EX Machine Polish 3M Perfect-It Foam Polishing Pad 3M Perfect-It Ultrafine Polishing Pad 3M Perfect-It 1 Finishing Material 3M Perfect-It 1 Foam Finishing Pad 3M Finesse-it Knit II Buffing Pad 3M Perfect-It Denibbing Polish 3M Premium Liquid Wax 3M Perfect-It Wool Polishing Pad 3M Finesse-it Polish - Extra Fine 3M Finesse-it Knit Buffing Pad 3M Extra Cut Rubbing Compound 3M Perfect-It 1-Step Foam Finishing Pad 3M Mag and Aluminum Polish 3M Ultrafine Foam Polishing Pad 3M Perfect-It DA Glazing Pad 3M Finesse-it Natural Buffing Pad 3M Metal Restorer and Polish 3M Perfect-It EX Ultrafine Machine Polish 3M Marine Finesse-it II Glaze 3M Finesse-it Buffing Pad - Orange Foam White Loop,Cleaning and disinfecting solutions,47131800,Cleaning and janitorial supplies,47130000,Cleaning Equipment and Supplies,47000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Dental & Orthodontics,3M Dental & Orthodontics,3M Dental & Orthodontics | 3M United States,https://www.3m.com/3M/en_US/p/c/dental-orthodontics/,3m Alastik,"3M Clarity Advanced Ceramic Brackets 3M Filtek One Bulk Fill Restorative 3M Filtek Restorative Dispenser, 5850RD, 1 Each/Pack 3M Clarity Aligners 3M Incognito Appliance System Forsus Class II Correction System 3M SmartClip SL3 Self-Ligating Brackets 3M Victory Series Low Profile Bracket System 3M Vanish 5% Sodium Fluoride White Varnish, 12100 Series 3M Transbond XT Light Cure Paste Adhesive 3M Clinpro Tooth CrÃ¨me 0.21% Sodium Fluoride Anti-Cavity Toothpaste, 12117, Vanilla Mint, 113 g Tube 3M AlastiK Force Products 3M Unitek Orthodontic Hand Instruments 3M Clinpro Glycine Prophy Powder, 67008, 6.5oz, 2 bottles 3M Unitek Prestige Series Hand Instruments 3M Unitek Lingual Instruments 3M Victory Series Bracket System 3M Incognito Lite Appliance System 3M Unitek TMP Digital Models 3M OrthoForm Arch Form Selection 3M Transbond Plus Color Change Adhesive 3M Transbond Plus Light Cure Band Adhesive Kit 3M Transbond Supreme LV Adhesive 3M Transbond MIP Moisture Insensitive Primer Kit",Livestock,10101500,Live animals,10100000,Live Plant and Animal Material and Accessories and Supplies,10000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Electrical,3M Electrical,3M Electrical | 3M United States,https://www.3m.com/3M/en_US/p/c/electrical/,3m Cold Shrink Coax,"3M ScotchCode Write-On Wire Marker Book SWB 3M ScotchCode Wire Marker Write-On Dispensers 3M ScotchCode Pre-Printed Wire Marker Book SPB 3M ScotchCode Wire Marker Tape Refill Roll 3M Cold Shrink 3-Conductor Breakout Kits 3C-BOK Series 3M Cold Shrink Coax Sealing Kits 98-KC 3M Standard Nylon Cable Ties 3M CXS Series Cold Shrink Coax Sealing Kits 3M Performance Plus Wire Connectors 3M Cold Shrink QT-III Termination Kit 7620-T & 7690-T Series for 5-35 kV 3M Cold Shrink Cable Accessory Sealing Kits 8450 Series 3M Screw-Mount Ties 3M Direct Bury Splice Kits 3M Scotchlok IDC Connector 314 3M Cold Shrink Connector Insulators 8420 and 8430 Series 3M Cable Stackers 3M Molded Rubber QS-II Cable Splice Kits 5411R/5412R Series 3M Cold Shrink QT-III Termination Kit 7640-S, 7650-S & 7660-S Series 3M Scotchcast Inline Resin Power Cable Splice Kits 82-AN Series 3M Cold Shrink QT-III Termination Kit 7620-S, 7680-S & 7690-S Series 3M Cold Shrink Qt-Iii Silicone Rubber Termination Kit, 3 Terminations/Kit 3M ScotchCode Wire Marker Tape Dispenser STD 3M Modular Splicing Kits 3M Wye Resin Splice Kits",Rubber and plastic tubing,40183000,Tubes tubing and tube fittings,40180000,Distribution and Conditioning Systems and Equipment and Components,40000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Electrical,3M Electrical,3M Electrical | 3M United States,https://www.3m.com/3M/en_US/p/c/electrical/?No=24,3m Cable Preparation Kits,"3M Molded Rubber QS-II Cable Splice Kits 5411/5412 Series 3M Scotchlok IDC Connector 567 3M Cable Preparation Kits 3M Electrostatic Animal Guards 3M Cold Shrink QS-III Inline Shielded Cable Splice Kits 5513A, 5514A, 5515A and 5516A Series 3M Cold Shrink QS-III Inline CN/JCN Cable Splice Kits 5467A and 5468A Series 3M Heat Shrink Thin-Wall Flexible Polyolefin Tubing FP-301 3M Cold Shrink QT-III High Fault Current Termination Kit 7650-S-HSG & 7660-HSG Series 3M Mining Cable Splice Kit 3100 Series 3M Cold Shrink QS-III Inline CN/JCN Splice Kits 5415A, 5416A, 5417A and 5418A Series 3M Cold Shrink QT-II Outdoor Termination Kits 5630K Series 3M Scotchlok IDC Connector 558 3M Splice Kit UF Scotch Electrical Grounding Braid 25 3M Shield Adapter Kits 3M Scotchlok IDC Connector 316R 3M Molded Rubber QS-II Inline CN/JCN Cable Splice Kits 5450 Series 3M Cold Shrink QT-II Outdoor Termination Kits 5640 & 5650 Series 3M Cold Shrink Shielded Splice Kits 5550 Series 3M Molded Rubber QS-II Cable Splice Kits 5450 R Series 3M Cold Shrink QS-III 3/C Armored or Non-Armored Cable Splice Kits 5775A-MT, 5776A-MT & 5777A-MT for 5/8 kV 3M Scotchlok IDC Connector 951, 952, 953 3M Cold Shrink QT-III Termination Kit 7600-T-3G Series for 5-35 kV 3M Scotchcast Inline Splice Kits 72-N Series",Electrical cable and accessories,26121600,Electrical wire and cable and harness,26120000,Power Generation and Distribution Machinery and Accessories,26000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Electrical,Scotch Electrical,Scotch Electrical | 3M United States,https://www.3m.com/3M/en_US/p/c/electrical/b/scotch/,3m Wireless Weatherproofing Kits,"Scotch Electrical Grounding Braid 25 3M Scotchcast Multi-Mold Resin Splice Kits 85 Series Scotch Tape Shielded Cable Splice Kit 5700 Series Scotch Tape Termination Kit 5700 Series 3M Wireless Weatherproofing Kits Scotch Bundling Straps, 0.5 in x 8 in, Black Scotch Lead Sheath Repair Kits Scotch Bundling Strap, 0.5 in x 8 in, Assorted Colors Scotch Bundling Straps, 0.25 in x 8 in, Black Scotch Bundling Wrap, 1.5 in x 30 ft, Black Scotch Bundling Wrap, 0.75 in x 12 ft, Black",Electrical boxes and enclosures and fittings and accessories,39121300,Electrical equipment and components and supplies,39120000,Electrical Systems and Lighting and Components and Accessories and Supplies,39000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Electronics Materials & Components,3M Electronics Materials & Components,3M Electronics Materials & Components | 3M United States,https://www.3m.com/3M/en_US/p/c/electronics-components/,3m Diamond Pad Conditioner,"3M Diamond Pad Conditioner 3M Bumpon Protective Products MB1202 3M Novec Electronic Degreaser 3M Wetordry Polishing Paper Sheet 281Q 3M Novec Flux Remover 3M Bumpon Protective Products SJ5003 3M Lapping Film 254X, Discs 3M Novec Contact Cleaner 3M Novec Contact Cleaner Plus 3M Lapping Film Disc 261X 3M Wetordry Polishing Paper 286Q, Discs 3M Novec Contact Cleaner/Lubricant 3M Diamond Lapping Film 660XV 3M Lapping Film 261X, 0.30 Micron Sheet, 8.50 in x 11 in, 50/Inner, 200/Case 3M Bumpon Protective Products SJ5007 3M Diamond Lapping Film Disc 661X 3M Lapping Film 261X, 12.0 Micron Roll, 4 in x 150 ft x 3 in ASO Keyed Core, 4/Case 3M Polishing Film Disc 968M 3M Bumpon Protective Products SJ5008 3M Lapping Film 261X, 12.0 Micron Sheet, 8.50 in x 11 in, 50/Inner, 200/Case 3M Lapping Film 261X, 3.0 Micron Roll, 4 in x 150 ft x 3 in ASO Keyed Core, 4/Case 3M Wetordry Polishing Paper 486Q, Discs 3M Lapping Film 261X, 3.0 Micron Sheet, 8.50 in x 11 in, 50/Inner, 200/Case 3M Diamond Lapping Film Sheet 661X",Abrasives and abrasive media,31191500,Grinding and polishing and smoothing materials,31190000,Manufacturing Components and Supplies,31000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Filtration & Separation,3M Filtration & Separation,3M Filtration & Separation | 3M United States,https://www.3m.com/3M/en_US/p/c/filtration-separation/,3m Filtration & Separation,"Filtrete Smart MPR 2500 Premium Allergen & Ultrafine Particles Air Filters Filtrete Smart MPR 2200 Premium Allergen & Home Pollutants Air Filters Filtrete Smart MPR 1900 Premium Allergen, Bacteria & Virus Air Filters Filtrete Smart MPR 1500 Allergen, Bacteria & Virus Air Filters Filtrete MPR 2800 Ultrafine Particle Reduction Air Filters Filtrete MPR 2200 Premium Allergen & Home Pollutants Air Filters Filtrete MPR 1900 Premium Allergen, Bacteria & Virus Air Filters Filtrete MPR 1550 Allergen, Bacteria & Virus Air Filters (4"" - 6"") Filtrete MPR 1500 Allergen, Bacteria & Virus Air Filters Filtrete MPR 1200 Allergen Reduction Air Filters (4"" - 6"") Filtrete MPR 1200 Odor Reduction Air Filters Filtrete MPR 1200 Allergen Reduction / Dust Defense Air Filters Filtrete MPR 1000 - 1085 Allergen / Dust Defense Air Filters Filtrete MPR 1000 Allergen Defense Air Filters (4"" - 6"") Filtrete MPR 800 Micro Particle Reduction Air Filters Filtrete MPR 600 Pollen Air Filters Filtrete MPR 300 Basic Dust & Lint Air Filters Filtrete Basic Air Filters Filtrete Advanced Under Sink Replacement Filter Filtrete Room Air Purifier - Small Room, 110 sq. ft., FAP-C01-A Filtrete Room Air Purifier - Small Room, 110 sq. ft., FAP-C01-F1 Filtrete Smart Room Air Purifier FAP-SC02, Medium Room, White Filtrete Room Air Purifier - Medium Room, 170 sq. ft., FAP-C02-A2 Filtrete Room Air Purifier - Medium Room, 160 sq. ft., FAP-C02-F2",Laboratory filtering equipment and supplies,41104900,Laboratory and scientific equipment,41100000,Laboratory and Measuring and Observing and Testing Equipment,41000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products,All 3M Products for Automotive,All 3M Products for Automotive | 3M United States,https://www.3m.com/3M/en_US/p/c/i/automotive/,3m Sound Deadening Pad,"3M Thinsulate Acoustic Insulation SM200L 3M Scotch-Weld PUR Adhesive TS230, Black, 5 Gallon Drum (36 lb), 1/Drum 3M Scotch-Weld Plastic & Rubber Instant Adhesive PR100 3M Cavity Wax Plus 3M Automotive Window Film Crystalline Series 3M Thinsulate Acoustic Insulation TAI2099 3M Sun Control Window Film Prestige Series 3M Novec Electronic Degreaser 3M Envision Luster Wrap Overlaminate 8549L 3M Knifeless Tape Precision Line 3M Knifeless Tape Bridge Line 3M Sound Deadening Pad 3M Value Masking Tape 101 3M Thinsulate Acoustic Insulation TC2303 3M Thinsulate Acoustic Insulation TC1503 3M Xtract Filter Bag 3M Automotive Window Film FX-PM Series 3M Scotchcal Matte Graphic Protection Overlaminate 8520 3M Thinsulate Acoustic Insulation TAI4031AL 3M Thinsulate High Temperature Acoustic Absorber HT400P 3M Thinsulate Acoustic Insulation AU4002 3M Thinsulate Acoustic Insulation TC2203 3M Thinsulate Acoustic Insulation TAI2027 3M Xtract Electric Random Orbital Sander",Control indicating and signaling devices,32151500,Automation control devices and components and accessories,32150000,Electronic Components and Supplies,32000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products,All 3M Products for Consumer,All 3M Products for Consumer | 3M United States,https://www.3m.com/3M/en_US/p/c/i/consumer/,Ceramic Series,"Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 12 Pads/Pack, 90 Sheets/Pad 3M Sun Control Window Film Ceramic Series Post-it Super Sticky Notes, 4 in. x 6 in., Supernova Neons Collection, Lined, 5 Pads/Pack, 90 Sheets/Pad Post-it Super Sticky Notes, Assorted Sizes, Supernova Neons Collection, Lined, 15 Pads/Pack, 45 Sheets/Pad 3M Sun Control Window Film Prestige Exterior Series Post-it Super Sticky Notes, 4 in. x 4 in., Supernova Neons collection, 4 Pads/Pack, 90 Sheets/Pad, Lined Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 24 Pads/Pack, 70 Sheets/Pad Post-it Super Sticky Notes, 4 in. x 6 in., Supernova Neons Collection, 4 Pads/Pack, 45 Sheets/Pad, Lined Post-it Super Sticky Notes, 1 7/8 in. x 1 7/8 in., Supernova Neons Collection, 8 Pads/Pack, 90 Sheets/Pad Scotch-Brite Floor Scrubber 3M Automotive Window Film FX-HP Series 3M Sun Control Window Film Traditional Series Post-it Super Sticky Notes, 4 in x 4 in, Assorted Bright Colors, Lined, 3 Pads/Pack Scotch-Brite Advanced Scrub Dots Antibacterial Non-Scratch Scrubbers Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 6 Pads/Pack, 65 Sheets/Pad 3M Sun Control Window Film Neutral Series Post-it Super Sticky Dispenser Pop-up Notes, Supernova Neons Collection, 3 in x 3 in 3M Dual Brightness Enhancement Films DBEF-D2 Post-it Super Sticky Dispenser Pop-up Notes, Supernova Neons Collection, 3 in x 3 in Post-it Super Sticky Notes, Assorted Sizes, Supernova Neons Collection, Lined and unlined, 4 Pads/Pack, 45 Sheets/Pad Post-it Super Sticky Notes, 4 in. x 6 in., Supernova Neons Collection, Lined, 3 Pads/Pack, 45 Sheets/Pad Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 24 Pads/Pack, 90 Sheets/Pad Post-it Super Sticky Notes, 4 in. x 4 in., Supernova Neons collection, 6 Pads/Pack, 90 Sheets/Pad, Lined Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 48 Pads/Pack, 70 Sheets/Pad",Ceramic adornments,56141500,Decorative adornments,56140000,Furniture and Furnishings,56000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products,All 3M Products for Office,All 3M Products for Office | 3M United States,https://www.3m.com/3M/en_US/p/c/i/consumer/office/,Sticky Dispenser Pop Up Notes,"Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 6 Pads/Pack, 65 Sheets/Pad Post-it Super Sticky Notes, 4 in. x 4 in., Supernova Neons collection, 4 Pads/Pack, 90 Sheets/Pad, Lined Post-it Super Sticky Notes, 4 in. x 4 in., Supernova Neons collection, 3 Pads/Pack, 70 Sheets/Pad, Lined Post-it Super Sticky Notes, 4 in. x 4 in., Supernova Neons Collection, Lined, 4 Pads/Pack, 45 Sheets/Pad Post-it Super Sticky Notes, Assorted Sizes, Supernova Neons Collection, Lined, 15 Pads/Pack, 45 Sheets/Pad Post-it Super Sticky Notes, Supernova Neons color collection, Multiple sizes Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 12 Pads/Pack, 90 Sheets/Pad Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 3 Pads/Pack, 45 Sheets/Pad Post-it Super Sticky Notes, 4 in. x 4 in., Supernova Neons collection, 6 Pads/Pack, 90 Sheets/Pad, Lined Post-it Super Sticky Notes, 1 7/8 in. x 1 7/8 in., Supernova Neons Collection, 8 Pads/Pack, 90 Sheets/Pad Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 24 Pads/Pack, 90 Sheets/Pad Post-it Foil Tabs, 1 in x 1.5 in Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 48 Pads/Pack, 70 Sheets/Pad Post-it Super Sticky Dispenser Pop-up Notes, Supernova Neons Collection, 3 in x 3 in Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 6 Pads/Pack, 65 Sheets/Pad Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 5 Pads/Pack, 90 Sheets/Pad Post-it Super Sticky Notes, 4 in. x 6 in., Supernova Neons Collection, Lined, 3 Pads/Pack, 45 Sheets/Pad Post-it Super Sticky Notes, 4 in. x 6 in., Supernova Neons Collection, 4 Pads/Pack, 45 Sheets/Pad, Lined Post-it Super Sticky Dispenser Pop-up Notes, Supernova Neons Collection, 3 in x 3 in Post-it Super Sticky Notes, 3 in. x 3 in., Supernova Neons Collection, 24 Pads/Pack, 70 Sheets/Pad Post-it Super Sticky Notes, 4 in. x 6 in., Supernova Neons Collection, Lined, 5 Pads/Pack, 90 Sheets/Pad Post-it Super Sticky Notes, 4 in. x 6 in., Supernova Neons Collection, Lined, 3 Pads/Pack, 45 Sheets/Pad Post-it Super Sticky Notes, Assorted Sizes, Supernova Neons Collection, Lined and unlined, 4 Pads/Pack, 45 Sheets/Pad Post-it Super Sticky Notes, 4 in x 4 in, Assorted Bright Colors, Lined, 3 Pads/Pack",Desk supplies,44121600,Office supplies,44120000,Office Equipment and Accessories and Supplies,44000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products,All 3M Products for Electronics,All 3M Products for Electronics | 3M United States,https://www.3m.com/3M/en_US/p/c/i/electronics/,Automotive Electronic,"3M Diamond Pad Conditioner 3M Scotch-Weld PUR Adhesive TS230 Off-White 3M Dual Brightness Enhancement Films DBEF-D3 3M Scotch-Weld Acrylic Adhesive DP8410NS 3M Automotive Window Film Crystalline Series 3M Bumpon Protective Products MB1202 3M Scotch-Weld Plastic & Rubber Instant Adhesive PR100 3M Sun Control Window Film Prestige Exterior Series 3M Scotch-Weld Urethane Adhesive DP604NS 3M Novec Electronic Degreaser 3M Wetordry Polishing Paper Sheet 281Q 3M Scotch-Weld PUR Adhesive TS230, Black, 1/10 Gallon Cartridge, 5/case 3M Scotch-Weld PUR Adhesive TS230, Black, 5 Gallon Drum (36 lb), 1/Drum 3M Sun Control Window Film Traditional Series 3M Sun Control Window Film Neutral Series 3M Dual Brightness Enhancement Films DBEF-D2 3M Scotch-Weld PUR Adhesive TS230, Black, 2 kg (4.4 lb), 6/case 3M Hand-Masker M3000 3M Sun Control Window Film Prestige Series 3M Scotch-Weld Epoxy Adhesive DP100 Plus 3M Fire Barrier Block B258 3M Scotch-Weld Epoxy Adhesive DP420NS 3M Scotch-Weld Low Odor Acrylic Adhesive DP8805NS 3M Scotch-Weld Multi-Material Composite Urethane Adhesive DP6310NS",Master control systems,25173300,Transportation components and systems,25170000,Commercial and Military and Private Vehicles and their Accessories and Components,25000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products,All 3M Products for Energy,All 3M Products for Energy | 3M United States,https://www.3m.com/3M/en_US/p/c/i/energy/,3m Novec Electronic Degreaser,"3M ScotchCode Write-On Wire Marker Book SWB 3M All Season Window Film 3M ScotchCode Wire Marker Write-On Dispensers 3M Scotch-Weld PUR Adhesive TS230 Off-White 3M Privacy Film 3M Automotive Window Film Crystalline Series 3M Sun Control Window Film Ceramic Series 3M Cubitron ll Cloth Belt 784F 3M Sun Control Window Film Prestige Exterior Series 3M Scotch-Weld Urethane Adhesive DP604NS 3M ScotchCode Pre-Printed Wire Marker Book SPB 3M Novec Electronic Degreaser 3M Scotch-Weld PUR Adhesive TS230, Black, 1/10 Gallon Cartridge, 5/case 3M Automotive Window Film Obsidian Series 3M Automotive Window Film FX-HP Series 3M Scotch-Weld PUR Adhesive TS230, Black, 5 Gallon Drum (36 lb), 1/Drum 3M Cloth Belt 767F 3M Sun Control Window Film Traditional Series 3M Sun Control Window Film Neutral Series 3M Xtract Back-up Pad 3M Ultra-Clear Solar Film 3M Scotch-Weld PUR Adhesive TS230, Black, 2 kg (4.4 lb), 6/case 3M Sun Control Window Film Prestige Series 3M Automotive Window Film Color Stable Series",Cleaning and disinfecting solutions,47131800,Cleaning and janitorial supplies,47130000,Cleaning Equipment and Supplies,47000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products,All 3M Products for Health Care,All 3M Products for Health Care | 3M United States,https://www.3m.com/3M/en_US/p/c/i/health-care/,3m Medical Securement Tube,"3M Medical Component 9818B, Flexfoam Closures, White, 11/32 IN wide x 5 1/4 IN long, 10 Strips/Sheet, 1,250 Sheets/Case 3M Medical Tape 1516, Single Sided Transparent Polyester without Liner, Configurable 3M Clarity Advanced Ceramic Brackets 3M Medical Hydrocolloid Tape 9943, Single Sided Polyurethane Backing, 80# Liner, Configurable 3M Filtek One Bulk Fill Restorative 3M Attest Super Rapid Readout Biological Indicator Test Pack 1496V,for Steam Sterilization, 24 Set/Case 3M PICC/CVC Securement Device 3M Tegaderm CHG Chlorhexidine Gluconate I.V. Securement Dressing 3M Medical Tape 1529, Single Sided Microporous Rayon Nonwoven Fabric, 83# Liner, CONFIGURABLE 3M Medical Transfer Adhesive 4075, Extended Wear, Poly Liner, CONFIGURABLE 3M Surface Saver Plus Optical RX Lens Processing Tape, 1640, High Bond, 4 IN X 50 YD/Roll 12RLS/CASE 3M Filtek Restorative Dispenser, 5850RD, 1 Each/Pack 3M Medical Tape 1776, Single Sided Polyester Spunlace Nonwoven Fabric, 83# Liner, Configurable 3M Microfluidic Diagnostic Film 9960, Thick Double Sided Hydrophilic Film, CONFIGURABLE 3M Microfluidic Diagnostic Tape 9792R, Single Sided Aluminum Tape, CONFIGURABLE 3M Attest Super Rapid Readout Biological Indicator 1491 for Steam Sterilization 3M Medical Securement Tube and Organizer, 1115NS 3M 9960FS Anti-Fog Face Shield Film, 14 mil, Jumbo, 50 in x 993 yds 3M Clarity Aligners 3M Attest Rapid Readout Biological lndicator 1295 for Vaporized Hydrogen Peroxide Sterilization 3M Medical Tape 1503, Single Sided Polyethylene, 63# Liner, Configurable 3M Attest Rapid Readout Biological Indicator Test Pack 1298 for Ethylene Oxide Sterilization, 25 PK/BX, 2 BX/CS 3M PRESS-ON Prism, 90-10100, 1.00 Diopter 3M 9960FS Anti-Fog Face Shield Film, 6.8 mil, Jumbo, 49 in x 1800 yds 3M Tegaderm Silicone Foam Dressing",Oxygen therapy delivery systems and devices,42271700,Respiratory and anesthesia and resuscitation products,42270000,Medical Equipment and Accessories and Supplies,42000000
